YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ADMINISTRATOR_FTE,ADMINISTRATOR_SALARY_AVERAGE,TEACHER_FTE,TEACHER_SALARY_AVG,TEACHER_SALARY_AVG_REG_TERM,TEACHER_AVERAGE_YEARS_EXP,TEACHER_MAST_DEGREE_PERCENT
2012,084006,PLEASANT HOPE R-VI,1030,PLEASANT HOPE RANCH SCH.,1.00,57589,9.25,34242,33051,8.4,21.6
2013,084006,PLEASANT HOPE R-VI,1030,PLEASANT HOPE RANCH SCH.,0.00,0,11.10,35589,33912,8.7,27.9
2014,084006,PLEASANT HOPE R-VI,1030,PLEASANT HOPE RANCH SCH.,0.00,0,11.10,35818,32360,8.5,27.9
2015,084006,PLEASANT HOPE R-VI,1030,PLEASANT HOPE RANCH SCH.,0.00,0,0.10,37230,35450,10,100
2016,084006,PLEASANT HOPE R-VI,1030,PLEASANT HOPE RANCH SCH.,0.00,0,11.10,35254,33098,7.5,27.9
2017,084006,PLEASANT HOPE R-VI,1030,PLEASANT HOPE RANCH SCH.,0.00,0,0.00,0,0,0,0
2018,084006,PLEASANT HOPE R-VI,1030,PLEASANT HOPE RANCH SCH.,0.00,0,12.00,36230,34421,7.8,33.3
2019,084006,PLEASANT HOPE R-VI,1030,PLEASANT HOPE RANCH SCH.,1.00,59000,11.00,37384,35068,8,45.5
2012,084006,PLEASANT HOPE R-VI,1050,PLEASANT HOPE HIGH,1.00,65000,21.87,34872,31946,6.5,35.4
2013,084006,PLEASANT HOPE R-VI,1050,PLEASANT HOPE HIGH,0.90,66300,18.60,37463,33353,7.6,35.5
2014,084006,PLEASANT HOPE R-VI,1050,PLEASANT HOPE HIGH,1.00,66300,19.25,35740,32759,6.7,31.9
2015,084006,PLEASANT HOPE R-VI,1050,PLEASANT HOPE HIGH,1.00,67626,24.50,36374,33251,6.9,23.9
2016,084006,PLEASANT HOPE R-VI,1050,PLEASANT HOPE HIGH,1.00,71500,19.60,37647,35178,8.9,37.5
2017,084006,PLEASANT HOPE R-VI,1050,PLEASANT HOPE HIGH,1.00,72215,23.50,37284,35047,7.8,32.1
2018,084006,PLEASANT HOPE R-VI,1050,PLEASANT HOPE HIGH,1.83,64838,18.01,39064,36639,8.7,35.8
2019,084006,PLEASANT HOPE R-VI,1050,PLEASANT HOPE HIGH,1.33,68195,18.34,40791,37996,9.8,56.6
2012,084006,PLEASANT HOPE R-VI,3000,PLEASANT HOPE MIDDLE,1.00,63000,19.73,33378,31843,8.2,34.7
2013,084006,PLEASANT HOPE R-VI,3000,PLEASANT HOPE MIDDLE,1.00,64260,19.40,33763,32071,7.1,26.3
2014,084006,PLEASANT HOPE R-VI,3000,PLEASANT HOPE MIDDLE,1.00,64260,18.70,33551,31539,6,22.7
2015,084006,PLEASANT HOPE R-VI,3000,PLEASANT HOPE MIDDLE,1.00,65545,22.80,35668,33491,7.9,45.8
2016,084006,PLEASANT HOPE R-VI,3000,PLEASANT HOPE MIDDLE,1.00,64000,15.60,34961,33436,7.2,40.7
2017,084006,PLEASANT HOPE R-VI,3000,PLEASANT HOPE MIDDLE,1.00,64640,21.90,35643,34092,7.6,31.7
2018,084006,PLEASANT HOPE R-VI,3000,PLEASANT HOPE MIDDLE,1.83,59920,17.55,36910,35311,8.5,39.7
2019,084006,PLEASANT HOPE R-VI,3000,PLEASANT HOPE MIDDLE,1.33,62656,17.05,37536,35808,9,35
2012,084006,PLEASANT HOPE R-VI,4020,PLEASANT HOPE ELEM.,1.00,63000,25.15,34484,33105,12.5,49.3
2013,084006,PLEASANT HOPE R-VI,4020,PLEASANT HOPE ELEM.,1.00,64260,25.90,33932,32951,10.9,39.4
2014,084006,PLEASANT HOPE R-VI,4020,PLEASANT HOPE ELEM.,1.00,63500,25.95,33192,32459,9.3,48.2
2015,084006,PLEASANT HOPE R-VI,4020,PLEASANT HOPE ELEM.,1.00,64135,25.70,33828,33132,8.5,53.3
2016,084006,PLEASANT HOPE R-VI,4020,PLEASANT HOPE ELEM.,1.00,66000,24.30,34180,34062,9,58.6
2017,084006,PLEASANT HOPE R-VI,4020,PLEASANT HOPE ELEM.,1.00,69160,24.00,35654,35342,9.6,56.3
2018,084006,PLEASANT HOPE R-VI,4020,PLEASANT HOPE ELEM.,1.34,63525,25.94,35872,35773,10.3,52.4
2019,084006,PLEASANT HOPE R-VI,4020,PLEASANT HOPE ELEM.,1.34,56617,24.61,36903,36348,10.8,43.3
2012,085043,SWEDEBORG R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2013,085043,SWEDEBORG R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2014,085043,SWEDEBORG R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2015,085043,SWEDEBORG R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2016,085043,SWEDEBORG R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2017,085043,SWEDEBORG R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2018,085043,SWEDEBORG R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2019,085043,SWEDEBORG R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2012,085043,SWEDEBORG R-III,4020,SWEDEBORG ELEM.,0.00,0,6.60,27000,27000,6.9,45.5
2013,085043,SWEDEBORG R-III,4020,SWEDEBORG ELEM.,0.80,33750,7.40,27223,27223,4.9,21.6
2014,085043,SWEDEBORG R-III,4020,SWEDEBORG ELEM.,1.00,24000,8.00,27550,27550,6.1,42.5
2015,085043,SWEDEBORG R-III,4020,SWEDEBORG ELEM.,0.90,32500,7.50,31587,31587,6.1,25.3
2016,085043,SWEDEBORG R-III,4020,SWEDEBORG ELEM.,1.40,45893,8.20,29190,29190,6,41.5
2017,085043,SWEDEBORG R-III,4020,SWEDEBORG ELEM.,0.40,67500,9.20,32260,32260,6.7,37
2018,085043,SWEDEBORG R-III,4020,SWEDEBORG ELEM.,2.20,40409,7.80,31768,31454,7,43.6
2019,085043,SWEDEBORG R-III,4020,SWEDEBORG ELEM.,4.00,29881,8.80,32851,32572,10.4,52.3
2012,085044,RICHLAND R-IV,1000,CENTRAL OFFICE,2.04,73253,0.00,0,0,0,0
2013,085044,RICHLAND R-IV,1000,CENTRAL OFFICE,2.04,74829,0.00,0,0,0,0
2014,085044,RICHLAND R-IV,1000,CENTRAL OFFICE,1.10,96218,0.00,0,0,0,0
2015,085044,RICHLAND R-IV,1000,CENTRAL OFFICE,1.00,95000,0.00,0,0,0,0
2016,085044,RICHLAND R-IV,1000,CENTRAL OFFICE,2.00,74960,0.00,0,0,0,0
2017,085044,RICHLAND R-IV,1000,CENTRAL OFFICE,1.20,85625,0.00,0,0,0,0
2018,085044,RICHLAND R-IV,1000,CENTRAL OFFICE,1.20,93900,0.00,0,0,0,0
2019,085044,RICHLAND R-IV,1000,CENTRAL OFFICE,1.00,97500,0.00,0,0,0,0
2012,085044,RICHLAND R-IV,1050,RICHLAND HIGH,1.50,68917,17.69,39241,37395,13.7,30.8
2013,085044,RICHLAND R-IV,1050,RICHLAND HIGH,1.00,80117,18.04,39749,37857,14.2,27.2
2014,085044,RICHLAND R-IV,1050,RICHLAND HIGH,0.50,82608,17.19,40302,38500,13.9,25.6
2015,085044,RICHLAND R-IV,1050,RICHLAND HIGH,0.50,83892,16.87,39755,37377,13.4,27.2
2016,085044,RICHLAND R-IV,1050,RICHLAND HIGH,0.50,84426,16.19,39853,37380,12.4,29.3
2017,085044,RICHLAND R-IV,1050,RICHLAND HIGH,0.40,74618,15.51,40531,37842,12.9,30.4
2018,085044,RICHLAND R-IV,1050,RICHLAND HIGH,0.40,75900,14.80,41035,38421,12.7,37.8
2019,085044,RICHLAND R-IV,1050,RICHLAND HIGH,1.00,75717,21.35,40065,37910,12.7,34.4
2012,085044,RICHLAND R-IV,2050,RICHLAND JR. HIGH,0.96,73920,5.62,36419,35293,10.1,48
2013,085044,RICHLAND R-IV,2050,RICHLAND JR. HIGH,0.96,75546,5.97,37765,35726,10.9,20.9
2014,085044,RICHLAND R-IV,2050,RICHLAND JR. HIGH,0.50,82608,5.82,37591,36063,10.6,28.4
2015,085044,RICHLAND R-IV,2050,RICHLAND JR. HIGH,0.50,83892,6.13,38593,35920,12.1,23.7
2016,085044,RICHLAND R-IV,2050,RICHLAND JR. HIGH,0.50,84426,6.10,38824,35824,11.5,23.8
2017,085044,RICHLAND R-IV,2050,RICHLAND JR. HIGH,0.40,74618,6.45,35629,33176,7.5,17.8
2018,085044,RICHLAND R-IV,2050,RICHLAND JR. HIGH,0.40,75900,7.50,37921,35286,10.3,21.3
2012,085044,RICHLAND R-IV,4020,RICHLAND ELEM.,1.00,70840,24.94,35414,34304,10.8,47.3
2013,085044,RICHLAND R-IV,4020,RICHLAND ELEM.,1.00,72466,24.99,36488,35344,11.7,51.4
2014,085044,RICHLAND R-IV,4020,RICHLAND ELEM.,1.00,74841,26.39,35490,34576,8.9,42.6
2015,085044,RICHLAND R-IV,4020,RICHLAND ELEM.,1.00,67161,25.70,35904,34719,8.5,45
2016,085044,RICHLAND R-IV,4020,RICHLAND ELEM.,1.00,68273,27.10,34867,34055,7.2,37.3
2017,085044,RICHLAND R-IV,4020,RICHLAND ELEM.,1.00,69642,24.84,35953,35159,8.1,47.3
2018,085044,RICHLAND R-IV,4020,RICHLAND ELEM.,1.00,70840,25.50,36577,35661,8.3,41.2
2019,085044,RICHLAND R-IV,4020,RICHLAND ELEM.,1.00,77183,26.50,36326,35844,7.9,35.8
2012,085045,LAQUEY R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2013,085045,LAQUEY R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2014,085045,LAQUEY R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2015,085045,LAQUEY R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2016,085045,LAQUEY R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2017,085045,LAQUEY R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2018,085045,LAQUEY R-V,1000,CENTRAL OFFICE,1.00,97700,0.00,0,0,0,0
2019,085045,LAQUEY R-V,1000,CENTRAL OFFICE,2.34,78281,0.00,0,0,0,0
2012,085045,LAQUEY R-V,1050,LAQUEY R-V HIGH,1.33,58587,16.61,37351,36157,14.7,44.9
2013,085045,LAQUEY R-V,1050,LAQUEY R-V HIGH,1.33,60735,15.78,36365,35336,12.9,41.6
2014,085045,LAQUEY R-V,1050,LAQUEY R-V HIGH,1.28,64604,16.90,37274,36405,14.1,46
2015,085045,LAQUEY R-V,1050,LAQUEY R-V HIGH,1.28,66542,18.55,36069,35394,12.1,39
2016,085045,LAQUEY R-V,1050,LAQUEY R-V HIGH,1.28,69511,18.90,37499,36234,12,38.5
2017,085045,LAQUEY R-V,1050,LAQUEY R-V HIGH,1.71,64948,18.02,38540,38131,13.7,40.4
2018,085045,LAQUEY R-V,1050,LAQUEY R-V HIGH,1.38,59014,17.76,37098,36977,14.9,52.3
2019,085045,LAQUEY R-V,1050,LAQUEY R-V HIGH,1.71,57201,15.43,37819,37819,13,34.2
2012,085045,LAQUEY R-V,3000,LAQUEY R-V MIDDLE,1.33,57234,12.58,35407,34845,12.6,13.9
2013,085045,LAQUEY R-V,3000,LAQUEY R-V MIDDLE,1.33,56674,12.14,35361,35018,14,11
2014,085045,LAQUEY R-V,3000,LAQUEY R-V MIDDLE,1.33,60322,13.40,35491,34775,13.7,19.8
2015,085045,LAQUEY R-V,3000,LAQUEY R-V MIDDLE,1.33,62469,12.03,34737,33909,11.7,14.6
2016,085045,LAQUEY R-V,3000,LAQUEY R-V MIDDLE,2.33,56785,13.22,36115,35150,12.4,13
2017,085045,LAQUEY R-V,3000,LAQUEY R-V MIDDLE,1.33,64826,12.67,35753,35150,11.3,2.3
2018,085045,LAQUEY R-V,3000,LAQUEY R-V MIDDLE,1.00,56800,11.05,34361,34102,10,15.6
2019,085045,LAQUEY R-V,3000,LAQUEY R-V MIDDLE,1.33,54407,11.98,33579,33412,9.5,6
2012,085045,LAQUEY R-V,4020,LAQUEY R-V ELEM.,1.34,57357,27.34,35202,34925,13,25.6
2013,085045,LAQUEY R-V,4020,LAQUEY R-V ELEM.,1.34,59512,29.18,34212,33993,11.8,27.4
2014,085045,LAQUEY R-V,4020,LAQUEY R-V ELEM.,1.34,63167,27.66,33844,33790,10.9,16.5
2015,085045,LAQUEY R-V,4020,LAQUEY R-V ELEM.,1.34,65322,29.33,34336,34220,11.6,20.5
2016,085045,LAQUEY R-V,4020,LAQUEY R-V ELEM.,1.34,68284,29.89,37117,35610,12.7,23.4
2017,085045,LAQUEY R-V,4020,LAQUEY R-V ELEM.,1.38,71786,28.89,37926,37115,14.1,27.7
2018,085045,LAQUEY R-V,4020,LAQUEY R-V ELEM.,1.60,58563,27.31,37236,36817,14.1,18.2
2019,085045,LAQUEY R-V,4020,LAQUEY R-V ELEM.,1.00,51090,29.57,35820,35820,13,8.7
2012,085046,WAYNESVILLE R-VI,1000,CENTRAL OFFICE,8.20,109038,0.00,0,0,0,0
2013,085046,WAYNESVILLE R-VI,1000,CENTRAL OFFICE,8.20,111149,0.00,0,0,0,0
2014,085046,WAYNESVILLE R-VI,1000,CENTRAL OFFICE,8.20,112891,0.00,0,0,0,0
2015,085046,WAYNESVILLE R-VI,1000,CENTRAL OFFICE,8.50,112003,0.00,0,0,0,0
2016,085046,WAYNESVILLE R-VI,1000,CENTRAL OFFICE,8.50,112780,2.00,59229,58479,20.5,100
2017,085046,WAYNESVILLE R-VI,1000,CENTRAL OFFICE,6.70,114937,3.00,61370,56688,18,100
2018,085046,WAYNESVILLE R-VI,1000,CENTRAL OFFICE,6.70,117077,1.00,67596,67596,27,100
2019,085046,WAYNESVILLE R-VI,1000,CENTRAL OFFICE,9.00,119264,1.00,71027,71027,28,100
2012,085046,WAYNESVILLE R-VI,1050,WAYNESVILLE SR. HIGH,5.30,93080,89.36,49280,46220,11.3,56.2
2013,085046,WAYNESVILLE R-VI,1050,WAYNESVILLE SR. HIGH,5.30,91734,93.15,49856,47038,11.4,62.3
2014,085046,WAYNESVILLE R-VI,1050,WAYNESVILLE SR. HIGH,5.30,94429,90.95,50758,47902,11.7,69
2015,085046,WAYNESVILLE R-VI,1050,WAYNESVILLE SR. HIGH,5.00,91971,91.85,51753,48826,12.2,71
2016,085046,WAYNESVILLE R-VI,1050,WAYNESVILLE SR. HIGH,4.00,94726,92.98,53049,50079,12.5,68.7
2017,085046,WAYNESVILLE R-VI,1050,WAYNESVILLE SR. HIGH,6.30,98854,96.64,53526,51438,13.4,70.3
2018,085046,WAYNESVILLE R-VI,1050,WAYNESVILLE SR. HIGH,7.20,98326,97.54,53698,51391,13.1,70.8
2019,085046,WAYNESVILLE R-VI,1050,WAYNESVILLE SR. HIGH,6.00,98852,97.44,56026,53345,13.5,64.8
2012,085046,WAYNESVILLE R-VI,1100,WAYNESVILLE CAREER CENTER,1.00,107510,30.45,54038,52487,16.2,46.1
2013,085046,WAYNESVILLE R-VI,1100,WAYNESVILLE CAREER CENTER,1.00,110472,30.40,55092,53447,16.6,52.6
2014,085046,WAYNESVILLE R-VI,1100,WAYNESVILLE CAREER CENTER,1.00,99443,32.87,57355,54954,17.7,51.3
2015,085046,WAYNESVILLE R-VI,1100,WAYNESVILLE CAREER CENTER,1.00,105151,29.00,58324,56188,18.3,46.6
2016,085046,WAYNESVILLE R-VI,1100,WAYNESVILLE CAREER CENTER,1.00,108718,27.80,58232,56312,17,38.8
2017,085046,WAYNESVILLE R-VI,1100,WAYNESVILLE CAREER CENTER,1.00,111282,26.00,58988,57877,17.8,34.6
2018,085046,WAYNESVILLE R-VI,1100,WAYNESVILLE CAREER CENTER,1.00,113993,24.00,60769,59135,18.9,33.3
2019,085046,WAYNESVILLE R-VI,1100,WAYNESVILLE CAREER CENTER,1.00,116837,24.00,62769,60912,18.5,29.2
2012,085046,WAYNESVILLE R-VI,3000,WAYNESVILLE MIDDLE,3.00,92475,62.08,48399,46048,11.8,58.2
2013,085046,WAYNESVILLE R-VI,3000,WAYNESVILLE MIDDLE,3.00,88513,61.55,48879,46764,11.9,60.9
2014,085046,WAYNESVILLE R-VI,3000,WAYNESVILLE MIDDLE,3.00,92615,63.84,50401,47993,12.1,64.9
2015,085046,WAYNESVILLE R-VI,3000,WAYNESVILLE MIDDLE,3.00,77878,66.73,50720,48342,12.1,67.6
2016,085046,WAYNESVILLE R-VI,3000,WAYNESVILLE MIDDLE,3.00,81900,64.24,52047,49659,11.2,63.7
2017,085046,WAYNESVILLE R-VI,3000,WAYNESVILLE MIDDLE,3.00,82811,61.73,52452,51016,12.3,69.5
2018,085046,WAYNESVILLE R-VI,3000,WAYNESVILLE MIDDLE,3.00,86066,57.88,52879,51525,12.6,74.9
2019,085046,WAYNESVILLE R-VI,3000,WAYNESVILLE MIDDLE,3.00,91316,57.78,54938,53632,13.6,71.1
2013,085046,WAYNESVILLE R-VI,3010,6TH GRADE CENTER,1.00,84465,27.83,48939,47253,12.3,58.9
2014,085046,WAYNESVILLE R-VI,3010,6TH GRADE CENTER,1.00,87387,29.16,50533,49303,13.3,64.4
2015,085046,WAYNESVILLE R-VI,3010,6TH GRADE CENTER,1.00,89508,31.00,51095,49901,13.7,66.9
2016,085046,WAYNESVILLE R-VI,3010,6TH GRADE CENTER,1.00,92570,30.98,51574,50460,14.1,64.2
2017,085046,WAYNESVILLE R-VI,3010,6TH GRADE CENTER,1.00,93495,29.73,49658,49438,11.9,58.1
2018,085046,WAYNESVILLE R-VI,3010,6TH GRADE CENTER,1.00,85405,29.88,49536,49356,11.5,56.5
2019,085046,WAYNESVILLE R-VI,3010,6TH GRADE CENTER,1.00,87543,28.28,51581,51069,11.6,57.6
2012,085046,WAYNESVILLE R-VI,4040,WAYNESVILLE EAST ELEM.,2.25,81567,72.10,47078,46073,11.4,61.2
2013,085046,WAYNESVILLE R-VI,4040,WAYNESVILLE EAST ELEM.,2.00,79355,75.50,46121,45175,9.4,55
2014,085046,WAYNESVILLE R-VI,4040,WAYNESVILLE EAST ELEM.,2.06,82226,77.90,47283,46308,9.8,58.9
2015,085046,WAYNESVILLE R-VI,4040,WAYNESVILLE EAST ELEM.,3.00,89690,80.00,48269,47313,10.4,58.8
2016,085046,WAYNESVILLE R-VI,4040,WAYNESVILLE EAST ELEM.,3.00,89172,81.30,49243,48144,10.6,57.6
2017,085046,WAYNESVILLE R-VI,4040,WAYNESVILLE EAST ELEM.,3.00,89668,78.00,48516,48151,10.1,59
2018,085046,WAYNESVILLE R-VI,4040,WAYNESVILLE EAST ELEM.,3.00,91941,76.25,48732,48448,10.6,51.5
2019,085046,WAYNESVILLE R-VI,4040,WAYNESVILLE EAST ELEM.,2.00,96557,63.00,49471,49112,10.1,49.2
2012,085046,WAYNESVILLE R-VI,4050,FREEDOM ELEM.,3.00,86586,69.46,46750,45440,10.1,60
2013,085046,WAYNESVILLE R-VI,4050,FREEDOM ELEM.,2.00,91711,57.50,47377,46093,10.4,63.5
2014,085046,WAYNESVILLE R-VI,4050,FREEDOM ELEM.,2.00,95035,57.40,48380,47017,10.4,66.9
2015,085046,WAYNESVILLE R-VI,4050,FREEDOM ELEM.,2.00,97541,58.00,49927,48604,11.7,67.2
2016,085046,WAYNESVILLE R-VI,4050,FREEDOM ELEM.,2.00,99482,58.00,51765,50244,12.7,67.2
2017,085046,WAYNESVILLE R-VI,4050,FREEDOM ELEM.,2.00,96182,58.50,50947,50520,12.5,65.8
2018,085046,WAYNESVILLE R-VI,4050,FREEDOM ELEM.,2.00,91389,63.40,50393,50038,11.8,65.3
2019,085046,WAYNESVILLE R-VI,4050,FREEDOM ELEM.,2.00,94058,64.50,51969,51588,11.9,63.6
2012,085046,WAYNESVILLE R-VI,4060,PARTRIDGE ELEM.,1.00,87373,28.00,46435,45759,10.3,76.4
2013,085046,WAYNESVILLE R-VI,4060,PARTRIDGE ELEM.,1.00,88245,25.74,47065,46517,10.9,68.9
2014,085046,WAYNESVILLE R-VI,4060,PARTRIDGE ELEM.,1.00,92751,27.80,47155,46518,10.5,56.8
2015,085046,WAYNESVILLE R-VI,4060,PARTRIDGE ELEM.,1.00,90903,26.90,47314,46539,10.6,68.4
2016,085046,WAYNESVILLE R-VI,4060,PARTRIDGE ELEM.,1.00,82493,25.00,50203,49339,11.9,68
2017,085046,WAYNESVILLE R-VI,4060,PARTRIDGE ELEM.,1.00,84559,25.40,50745,50745,12.5,72.4
2018,085046,WAYNESVILLE R-VI,4060,PARTRIDGE ELEM.,1.00,86650,26.00,52021,52021,13.3,73.1
2019,085046,WAYNESVILLE R-VI,4060,PARTRIDGE ELEM.,1.00,88819,27.00,53176,53176,13.6,66.7
2012,085046,WAYNESVILLE R-VI,4120,THAYER ELEM.,1.00,86175,20.00,48847,47977,13.8,68
2013,085046,WAYNESVILLE R-VI,4120,THAYER ELEM.,1.00,88245,19.03,46978,46331,11.4,63.2
2014,085046,WAYNESVILLE R-VI,4120,THAYER ELEM.,1.00,90006,17.60,49328,48254,12.9,65.9
2015,085046,WAYNESVILLE R-VI,4120,THAYER ELEM.,1.00,82167,17.90,50554,49473,14.2,63.7
2016,085046,WAYNESVILLE R-VI,4120,THAYER ELEM.,1.00,85087,18.20,50873,49759,13.8,61.5
2017,085046,WAYNESVILLE R-VI,4120,THAYER ELEM.,1.00,88645,18.20,52375,52097,15.3,72.5
2018,085046,WAYNESVILLE R-VI,4120,THAYER ELEM.,1.00,94430,18.00,51856,51440,14.9,61.1
2019,085046,WAYNESVILLE R-VI,4120,THAYER ELEM.,1.00,96795,18.00,52304,51842,14.6,55.6
2012,085046,WAYNESVILLE R-VI,4130,WOOD ELEM.,1.75,81966,37.60,45253,44397,9.1,56.9
2013,085046,WAYNESVILLE R-VI,4130,WOOD ELEM.,1.50,89263,35.90,46965,46084,9.8,74.9
2014,085046,WAYNESVILLE R-VI,4130,WOOD ELEM.,1.00,83688,37.30,48320,47413,10.3,73.2
2015,085046,WAYNESVILLE R-VI,4130,WOOD ELEM.,1.00,85770,37.80,46704,46019,8.5,65.6
2016,085046,WAYNESVILLE R-VI,4130,WOOD ELEM.,1.00,88756,28.00,47700,47259,9.2,57.1
2017,085046,WAYNESVILLE R-VI,4130,WOOD ELEM.,1.00,93495,26.40,45956,45794,7.8,50.8
2018,085046,WAYNESVILLE R-VI,4130,WOOD ELEM.,1.00,79061,27.00,46717,46717,8.9,59.3
2019,085046,WAYNESVILLE R-VI,4130,WOOD ELEM.,1.00,81829,26.50,48307,48307,8,54.7
2019,085046,WAYNESVILLE R-VI,7500,WILLIAMS EARLY CHILDHOOD CTR,1.00,90368,15.00,54981,54981,15.8,73.3
2012,085048,DIXON R-I,1000,CENTRAL OFFICE,1.50,80469,0.00,0,0,0,0
2013,085048,DIXON R-I,1000,CENTRAL OFFICE,1.00,89453,0.00,0,0,0,0
2014,085048,DIXON R-I,1000,CENTRAL OFFICE,1.33,78210,0.00,0,0,0,0
2015,085048,DIXON R-I,1000,CENTRAL OFFICE,1.33,78767,0.00,0,0,0,0
2016,085048,DIXON R-I,1000,CENTRAL OFFICE,1.33,87189,0.00,0,0,0,0
2017,085048,DIXON R-I,1000,CENTRAL OFFICE,1.33,90629,0.00,0,0,0,0
2018,085048,DIXON R-I,1000,CENTRAL OFFICE,1.33,90844,0.00,0,0,0,0
2019,085048,DIXON R-I,1000,CENTRAL OFFICE,1.33,93373,0.00,0,0,0,0
2012,085048,DIXON R-I,1050,DIXON HIGH,1.00,69238,23.63,39674,38138,13,41.6
2013,085048,DIXON R-I,1050,DIXON HIGH,1.00,65000,23.00,38881,37498,11.4,31.3
2014,085048,DIXON R-I,1050,DIXON HIGH,1.00,66595,23.85,38493,36836,9.1,22.7
